URL -> Number of Outlinks 

https://www2.calstate.edu/csu-system/administration/Pages/default.aspx -> 118
https://www2.calstate.edu/attend/campuses/Pages/default.aspx -> 229
https://www2.calstate.edu/csu-system/faculty-staff/Pages/default.aspx# -> 116
https://www2.calstate.edu/csu-system/about-the-csu/leadership/Pages/default.aspx# -> 113
https://www2.calstate.edu/attend/graduate/Pages/default.aspx -> 111
https://www2.calstate.edu/attend/paying-for-college/Pages/default.aspx -> 109
https://www2.calstate.edu/attend/admissions/Pages/default.aspx -> 116
https://www2.calstate.edu/attend/campuses/Pages/default.aspx# -> 229
https://www2.calstate.edu/csu-system/why-the-csu-matters/Pages/default.aspx#mainContent -> 113
https://www2.calstate.edu/csu-system/transparency-accountability/Pages/default.aspx#mainContent -> 121
https://www2.calstate.edu/impact-of-the-csu/government/Pages/default.aspx# -> 111
https://www2.calstate.edu/Pages/Resource-Center.aspx# -> 166
https://www2.calstate.edu/#mainContent -> 147
https://www2.calstate.edu/apply/transfer/Pages/default.aspx# -> 186
https://www2.calstate.edu/impact-of-the-csu/research/Pages/default.aspx -> 118
https://www2.calstate.edu/csu-system/auxiliary-organizations/Pages/default.aspx# -> 113
https://www2.calstate.edu/csu-system/doing-business-with-the-csu/Pages/default.aspx# -> 111
https://www2.calstate.edu/csu-system/why-the-csu-matters/Pages/default.aspx -> 113
https://www2.calstate.edu/attend/admissions/Pages/default.aspx# -> 116
https://www2.calstate.edu/impact-of-the-csu/business-economy/Pages/default.aspx# -> 116
https://www2.calstate.edu/impact-of-the-csu/business-economy/Pages/default.aspx -> 116
https://www2.calstate.edu/attend/freshman/Pages/default.aspx#mainContent -> 113
https://www2.calstate.edu/csu-system/about-the-csu/budget/Pages/default.aspx#mainContent -> 118
https://www2.calstate.edu/csu-system/transparency-accountability/Pages/default.aspx# -> 121
https://www2.calstate.edu/attend/degrees-certificates-credentials/Pages/default.aspx# -> 117
https://www2.calstate.edu/attend/international/Pages/default.aspx#mainContent -> 120
https://www2.calstate.edu/attend/student-services/Pages/default.aspx# -> 140
https://www2.calstate.edu/impact-of-the-csu/alumni/Pages/Alumni.aspx#mainContent -> 117
https://www2.calstate.edu/attend/freshman/Pages/default.aspx# -> 113
https://www2.calstate.edu/Pages/Resource-Center.aspx -> 166
https://www2.calstate.edu/impact-of-the-csu/research/Pages/default.aspx# -> 118
https://www2.calstate.edu/impact-of-the-csu/technology/Pages/default.aspx#mainContent -> 113
https://www2.calstate.edu/Pages/Resource-Center.aspx#mainContent -> 166
https://www2.calstate.edu/impact-of-the-csu/alumni/Pages/Alumni.aspx# -> 117
https://www2.calstate.edu/data-center/Pages/default.aspx -> 131
https://www2.calstate.edu/csu-system/about-the-csu/leadership/Pages/default.aspx#mainContent -> 113
https://www2.calstate.edu/attend/student-services/Pages/default.aspx -> 140
https://www2.calstate.edu/csu-system/administration/Pages/default.aspx#mainContent -> 118
https://www2.calstate.edu/impact-of-the-csu/technology/Pages/default.aspx# -> 113
https://www2.calstate.edu/apply/transfer/Pages/default.aspx -> 186
https://www2.calstate.edu/attend/paying-for-college/Pages/default.aspx# -> 109
https://www2.calstate.edu/attend/counselor-resources/Pages/default.aspx -> 118
https://www2.calstate.edu/impact-of-the-csu/teacher-education/Pages/default2.aspx -> 132
https://www2.calstate.edu/csu-system/auxiliary-organizations/Pages/default.aspx#mainContent -> 113
https://www2.calstate.edu/attend/graduate/Pages/default.aspx#mainContent -> 111
https://www2.calstate.edu/impact-of-the-csu/government/Pages/default.aspx#mainContent -> 111
https://www2.calstate.edu/attend/paying-for-college/Pages/default.aspx#mainContent -> 109
https://www2.calstate.edu/csu-system/about-the-csu -> 119
https://www2.calstate.edu/csu-system/about-the-csu#mainContent -> 119
https://www2.calstate.edu/impact-of-the-csu/community/Pages/default.aspx# -> 111
https://www2.calstate.edu/data-center/Pages/default.aspx# -> 131
https://www2.calstate.edu/impact-of-the-csu/community/Pages/default.aspx -> 111
https://www2.calstate.edu/apply/transfer/Pages/default.aspx#mainContent -> 186
https://www2.calstate.edu/csu-system/why-the-csu-matters/graduation-initiative-2025/Pages/default.aspx -> 123
https://www2.calstate.edu/attend/counselor-resources/Pages/default.aspx# -> 118
https://www2.calstate.edu/csu-system/about-the-csu/leadership/Pages/default.aspx -> 113
https://www2.calstate.edu/csu-system/why-the-csu-matters/Pages/default.aspx# -> 113
https://www2.calstate.edu/attend/campuses/Pages/default.aspx#mainContent -> 229
https://www2.calstate.edu/impact-of-the-csu/government/Pages/default.aspx -> 111
https://www2.calstate.edu/attend/degrees-certificates-credentials/Pages/default.aspx#mainContent -> 117
